model,model_key,model_category,sample_size,prediction_type,nMSE_mean,nMSE_std,nRMSE_mean,nRMSE_std,nMAE_mean,nMAE_std,macro_R2_mean,macro_R2_std,fold_count
MLP,ann_deep_regressor,Neural networks,3350,raw,0.0507003053306467,0.0179831043275833,0.2226536347772571,0.0375110692183404,0.1178480183100747,0.006904010497344,0.9527994263983895,0.0011345008776994,5
MLP,ann_deep_regressor,Neural networks,4300,raw,0.0397256653839044,0.0109086394957322,0.1978495567472845,0.0269540877884841,0.1041304872857189,0.0054942651607222,0.9614219244290592,0.0060897221880485,5
MLP,ann_deep_regressor,Neural networks,5250,raw,0.0353771973003272,0.0122132690826527,0.1858328181293133,0.0324684655944197,0.0956279877692619,0.0056696281373365,0.9663848516206784,0.0067222478084301,5
MLP,ann_deep_regressor,Neural networks,6200,raw,0.0324136128996876,0.0088666347267136,0.1787533134751683,0.0240017140360811,0.0913554542239536,0.0043490547358928,0.9688697495372824,0.0033423321490909,5
MLP,ann_deep_regressor,Neural networks,7150,raw,0.0254741449041521,0.0054534850582622,0.1588568660750607,0.0172713999491337,0.0856228928942296,0.0043094018948066,0.9749555964956466,0.002903850496075,5
MLP,ann_deep_regressor,Neural networks,8100,raw,0.0259534079319054,0.0064861229630017,0.1601633444135147,0.019400742195317,0.0833025173642619,0.0035961727306003,0.9745889769867075,0.0038739741633418,5
MLP,ann_deep_regressor,Neural networks,9050,raw,0.0224508004368806,0.0023538872473127,0.1496598785162264,0.0081179738381096,0.0827070699897493,0.0072646309636655,0.977447283602338,0.0023595752481531,5
MLP,ann_deep_regressor,Neural networks,10000,raw,0.0227144587828348,0.0034320078586611,0.1503293964489161,0.0120172452198612,0.0797674521648841,0.0039336212096651,0.9774280062256128,0.0027881866248087,5
TabNet,tabnet_regressor,Neural networks,500,raw,0.8813479798674869,0.0779919375588936,0.9380570313284992,0.0417879444734018,0.7019980234670039,0.0288981150856741,0.1160004744162322,0.0687846764020074,5
TabNet,tabnet_regressor,Neural networks,1450,raw,0.4276353299208278,0.0823365134598546,0.6517198499739661,0.0601723261842475,0.4578926708570247,0.0605463300213319,0.5761120699886859,0.098501874247731,5
TabNet,tabnet_regressor,Neural networks,2400,raw,0.2743141210131902,0.0826741835359848,0.5196361149679406,0.0732498211108337,0.3536051138248528,0.0639339325850323,0.7247053299123956,0.0975793531080239,5
TabNet,tabnet_regressor,Neural networks,3350,raw,0.1849455291606028,0.0264490088578766,0.4291401227302071,0.031310625666568,0.2843098074690201,0.0192992784290669,0.8189784316561198,0.020242883004864,5
TabNet,tabnet_regressor,Neural networks,4300,raw,0.1471659916384683,0.0370855811859077,0.381301828824742,0.047102374852223,0.2478358332813834,0.0299586310958342,0.8524910590894791,0.0362057918874751,5
TabNet,tabnet_regressor,Neural networks,5250,raw,0.138317058061199,0.044991710359195,0.3683400881174953,0.0574743154243139,0.2416296258732945,0.0376828722716322,0.8623767148247696,0.0401620533151133,5
TabNet,tabnet_regressor,Neural networks,6200,raw,0.1092170997915406,0.0226121876812112,0.3291297674104279,0.0333671993861173,0.2120420958325068,0.0196095902120488,0.8900837734452154,0.018207588617409,5
TabNet,tabnet_regressor,Neural networks,7150,raw,0.1060297145023849,0.0188015601166292,0.3246658182915486,0.0278796730491983,0.2093637762048392,0.0158603509491913,0.8948991455628036,0.0128059062536989,5
TabNet,tabnet_regressor,Neural networks,8100,raw,0.1000825240441822,0.0318422796758468,0.3133606079890256,0.0485753719096729,0.1968753718366805,0.0238039162017172,0.9006233207525461,0.0289299375500052,5
TabNet,tabnet_regressor,Neural networks,9050,raw,0.0898705138922283,0.021158535112534,0.2981496100047193,0.0349521806591175,0.1932490269884696,0.0185053133888438,0.9104421325092218,0.0191706110350697,5
TabNet,tabnet_regressor,Neural networks,10000,raw,0.0743441802258023,0.0145530782496313,0.2715898854751516,0.0269980169039412,0.170755149879744,0.0219005513142362,0.9261925821904188,0.0133963437499385,5
