model_key,component,projected,raw,delta_component_nRMSE
pls_regressor,X_MeOH,0.6413823325791658,0.8098068205796889,-0.16842448800052312
pls_regressor,X_MeP,0.38322431971260135,0.8683895688792053,-0.4851652491666039
pls_regressor,X_NOB,0.839161302890872,0.8457174601485897,-0.006556157257717743
pls_regressor,X_PAO,0.6051136295715186,0.610791700344345,-0.005678070772826449
pls_regressor,X_PHA,0.7334098060132658,0.7414475856467848,-0.008037779633519038
pls_regressor,X_PP,0.6202720610343821,0.77011828742958,-0.14984622639519785
pls_regressor,X_S,0.7132428019508131,0.7079195686042797,0.005323233346533396
random_forest_regressor,S_A,0.608403878099778,0.592257986985358,0.016145891114419997
random_forest_regressor,S_ALK,0.01737625720424886,0.19567565016503904,-0.17829939296079017
random_forest_regressor,S_F,1.9934922559133668,0.8866723906983083,1.1068198652150585
random_forest_regressor,S_I,1.520764880133997e-13,0.4512642599188304,-0.4512642599186783
random_forest_regressor,S_N2,0.7972574068041174,0.8475822963835947,-0.05032488957947734
random_forest_regressor,S_NH4,0.5218500960192782,0.7180580213863321,-0.1962079253670539
random_forest_regressor,S_NO2,0.9026180935238468,0.9271988484154805,-0.024580754891633694
random_forest_regressor,S_NO3,0.6528274432270573,0.6910536554632085,-0.03822621223615119
random_forest_regressor,S_O,0.7396181106761998,0.7381107887718451,0.0015073219043546526
random_forest_regressor,S_PO4,0.5265367338319925,0.8142807432047208,-0.28774400937272826
random_forest_regressor,X_AOB,0.8835012007077735,0.8921284731056334,-0.008627272397859875
random_forest_regressor,X_H,1.319078885740629,0.41022297220322257,0.9088559135374065
random_forest_regressor,X_I,0.37645951512332515,0.3574689269487289,0.018990588174596257
random_forest_regressor,X_MeOH,0.8180623815453322,0.9060582126925631,-0.08799583114723097
random_forest_regressor,X_MeP,0.48880603069388895,0.9373718849998992,-0.44856585430601026
random_forest_regressor,X_NOB,0.9196257328580184,0.9246482251797443,-0.005022492321725913
random_forest_regressor,X_PAO,0.6110995869922438,0.6088439052553655,0.00225568173687829
random_forest_regressor,X_PHA,0.7146113100919688,0.7139414101525032,0.0006698999394655347
random_forest_regressor,X_PP,0.6729139272506273,0.7293886728962169,-0.05647474564558963
random_forest_regressor,X_S,0.3710193881763909,0.3039225703965986,0.06709681777979232
svr_regressor,S_A,0.39995350398346846,0.418214326174492,-0.01826082219102354
svr_regressor,S_ALK,0.00653116484976516,0.07295744369430827,-0.06642627884454311
svr_regressor,S_F,0.85587766394236,0.8534385912152302,0.002439072727129732
svr_regressor,S_I,1.4882017707380472e-13,0.07316578752718397,-0.07316578752703515
svr_regressor,S_N2,0.5190240375689115,0.5543789126468311,-0.03535487507791968
svr_regressor,S_NH4,0.21263908698883377,0.22240914948537985,-0.009770062496546078
svr_regressor,S_NO2,0.6552171833888213,0.6888803650315445,-0.033663181642723194
svr_regressor,S_NO3,0.2783167592814315,0.3030914777266152,-0.024774718445183697
svr_regressor,S_O,0.20234432818035758,0.2067932446614725,-0.004448916481114923
svr_regressor,S_PO4,0.3043687545306549,0.32403990073447864,-0.019671146203823764
svr_regressor,X_AOB,0.16389156149999345,0.16464502752704263,-0.0007534660270491766
svr_regressor,X_H,0.28544393966812276,0.17399691663841102,0.11144702302971174
svr_regressor,X_I,0.08320195503649622,0.07362638312961688,0.00957557190687934
svr_regressor,X_MeOH,0.3397971684612643,0.3513370341019432,-0.011539865640678937
