model_key,composite,outer_fold,nRMSE_composite_projected,nRMSE_composite_raw,R2_projected,R2_raw,delta
knn_regressor,TSS,3,0.7428738446587939,0.5196264022960909,0.4876489203236145,0.7493198539150382,0.223247442362703
knn_regressor,TSS,4,0.7102323266180618,0.4815309101016872,0.4567587032175692,0.7502875206561326,0.2287014165163746
lightgbm_regressor,COD,0,0.18276855979932108,0.08955757692912444,0.9655033062888674,0.9917171620820402,0.09321098287019663
lightgbm_regressor,COD,1,0.1950834080755517,0.10088055383782332,0.9621408661851694,0.9898761681992476,0.09420285423772837
lightgbm_regressor,COD,2,0.19127662095077705,0.10019595188782167,0.9650499213236884,0.9904098648677798,0.09108066906295538
lightgbm_regressor,COD,3,0.18892322447562906,0.08806567782377472,0.966423043990668,0.9927040140796148,0.10085754665185434
lightgbm_regressor,COD,4,0.18372591114648135,0.09182238190755783,0.9631131071225402,0.9907864210099172,0.09190352923892352
lightgbm_regressor,TN,0,0.18221528126248104,0.2183204079109746,0.9674912212364032,0.9533319417084278,-0.03610512664849355
lightgbm_regressor,TN,1,0.17880277433957412,0.21908772798203524,0.9686086534244752,0.9528699888252252,-0.040284953642461124
lightgbm_regressor,TN,2,0.19000003551480701,0.23060265879445935,0.9648867399280782,0.9482759634985664,-0.04060262327965233
lightgbm_regressor,TN,3,0.16962833038029707,0.20626745268358634,0.9703533225457364,0.9561630162823832,-0.03663912230328928
lightgbm_regressor,TN,4,0.1814217575215779,0.23011663694289672,0.9657179880226237,0.944845163774571,-0.04869487942131881
lightgbm_regressor,TP,0,4.876302994315599e-05,0.13485688035750126,0.9999999975648092,0.9813749332952504,-0.1348081173275581
lightgbm_regressor,TP,1,4.845472493041125e-05,0.1446670606170839,0.9999999977685556,0.9801091618179116,-0.14461860589215347
lightgbm_regressor,TP,2,5.1846825144979685e-05,0.1360178093380951,0.9999999973980828,0.9820922633477076,-0.13596596251295012
lightgbm_regressor,TP,3,5.0920489956445194e-05,0.1304890994023965,0.9999999972922088,0.982218087098768,-0.13043817891244006
lightgbm_regressor,TP,4,5.017114225971926e-05,0.1439194743875594,0.9999999974253928,0.9788143325244996,-0.14386930324529967
lightgbm_regressor,TSS,0,0.21016670064387277,0.11853349613224176,0.9532586717654212,0.985131901665615,0.09163320451163101
lightgbm_regressor,TSS,1,0.22832974589939023,0.12291277265654764,0.9484365631082948,0.98505792536395,0.10541697324284259
lightgbm_regressor,TSS,2,0.22554217619368225,0.1271615022748018,0.9510044661399194,0.984425566413909,0.09838067391888045
lightgbm_regressor,TSS,3,0.22314128436779465,0.12453497745313696,0.9537728225467066,0.9856014017898456,0.09860630691465769
lightgbm_regressor,TSS,4,0.21227634790441477,0.12088199394752108,0.951471695216466,0.9842632467113096,0.09139435395689369
multitask_elastic_net_regressor,COD,0,0.3324778949044668,0.20059474657440546,0.8858436575316417,0.9584459265223892,0.13188314833006132
multitask_elastic_net_regressor,COD,1,0.3413150236380578,0.20276487163953538,0.8841113735796825,0.9591007410170026,0.13855015199852244
multitask_elastic_net_regressor,COD,2,0.3361195461256222,0.2112590210140156,0.8920775210199792,0.9573661157763074,0.12486052511160661
multitask_elastic_net_regressor,COD,3,0.3423369251730424,0.2024563716926141,0.8897501228718547,0.9614403110608476,0.13988055348042827
multitask_elastic_net_regressor,COD,4,0.31241090544645445,0.1950200329168428,0.8933444091568674,0.9584386442851054,0.11739087252961164
multitask_elastic_net_regressor,TN,0,0.3490761496077797,0.36008128388109917,0.8806914912739299,0.8730501592827519,-0.01100513427331945
multitask_elastic_net_regressor,TN,1,0.32869817987061195,0.34195206703289505,0.8939144974659967,0.8851867776201249,-0.013253887162283096
multitask_elastic_net_regressor,TN,2,0.34839364452829535,0.36045166410098456,0.8819396036903202,0.8736259631507957,-0.012058019572689205
multitask_elastic_net_regressor,TN,3,0.32482580161466673,0.33745389617157057,0.8912872976766855,0.8826702495075186,-0.012628094556903835
multitask_elastic_net_regressor,TN,4,0.33503903602764423,0.3448804065291623,0.8830828060749317,0.8761133224035742,-0.009841370501518065
multitask_elastic_net_regressor,TP,0,9.821213185839981e-05,0.0021516113982022766,0.9999999901217071,0.9999952588980792,-0.0020533992663438767
multitask_elastic_net_regressor,TP,1,9.167660914052275e-05,0.005834053714133707,0.9999999920121324,0.999967651465076,-0.005742377104993184
multitask_elastic_net_regressor,TP,2,9.473345210686387e-05,0.0045362170340820865,0.999999991313279,0.9999800824095816,-0.004441483581975223
multitask_elastic_net_regressor,TP,3,9.271682192621464e-05,0.0036618214430249947,0.999999991022672,0.9999859968952308,-0.00356910462109878
multitask_elastic_net_regressor,TP,4,9.505036312895116e-05,0.0036248163240073144,0.9999999907591784,0.9999865607499984,-0.0035297659608783632
multitask_elastic_net_regressor,TSS,0,0.34316957065176285,0.21802941934421616,0.8753791298432299,0.9496958942501836,0.1251401513075467
multitask_elastic_net_regressor,TSS,1,0.3514294469950516,0.22737184724192225,0.8778500851728006,0.9488682978340736,0.12405759975312933
multitask_elastic_net_regressor,TSS,2,0.34064343949411446,0.23837833169021785,0.888236236011315,0.9452688576119684,0.10226510780389661
multitask_elastic_net_regressor,TSS,3,0.3454106197325967,0.2384571344280195,0.8892333829797113,0.9472092099692822,0.10695348530457718
multitask_elastic_net_regressor,TSS,4,0.32547102661047544,0.22317204482275552,0.8859181451616573,0.9463621339362468,0.10229898178771993
multitask_lasso_regressor,COD,0,0.3326745167534174,0.20057381161261287,0.8857085973158829,0.9584545996064096,0.13210070514080455
multitask_lasso_regressor,COD,1,0.34124048170082893,0.20275321849672676,0.8841619873458686,0.9591054419418354,0.13848726320410218
multitask_lasso_regressor,COD,2,0.33604537495088455,0.2112520462995987,0.8921251460625572,0.9573689308443396,0.12479332865128584
multitask_lasso_regressor,COD,3,0.3424076367483825,0.20247044052091623,0.8897045727306525,0.9614349517976392,0.13993719622746625
multitask_lasso_regressor,COD,4,0.3124332540709419,0.19502108441192625,0.8933291491837712,0.958438196108799,0.11741216965901566
multitask_lasso_regressor,TN,0,0.3490809561813807,0.36011004983463246,0.880688205635096,0.8730298750899859,-0.011029093653251776
multitask_lasso_regressor,TN,1,0.3286893287994661,0.34193953969720076,0.8939202106566734,0.8851951897782698,-0.013250210897734649
multitask_lasso_regressor,TN,2,0.34838797293186996,0.36045777552541264,0.8819434475346726,0.8736216777943933,-0.012069802593542678
multitask_lasso_regressor,TN,3,0.32482106691733936,0.3374537462186317,0.8912904668706796,0.8826703537821302,-0.01263267930129236
multitask_lasso_regressor,TN,4,0.33503878021779204,0.34488127320780443,0.8830829846126867,0.8761126997525313,-0.009842492990012386
multitask_lasso_regressor,TP,0,9.821544485418561e-05,0.0031144472277601382,0.9999999901210408,0.9999900662420896,-0.0030162317829059526
multitask_lasso_regressor,TP,1,9.167527278932306e-05,0.005537552497256907,0.9999999920123652,0.9999708559782514,-0.005445877224467584
multitask_lasso_regressor,TP,2,9.473216944761924e-05,0.004259874765305275,0.9999999913135142,0.9999824352161244,-0.004165142595857656
multitask_lasso_regressor,TP,3,9.271642758766297e-05,0.0038758465632913945,0.9999999910227484,0.9999843121595802,-0.0037831301357037317
multitask_lasso_regressor,TP,4,9.504979463036268e-05,0.003700692668733629,0.999999990759289,0.999985992228058,-0.0036056428741032664
multitask_lasso_regressor,TSS,0,0.34355254852228534,0.21804681643158752,0.8751008203933903,0.9496878661607592,0.12550573209069782
multitask_lasso_regressor,TSS,1,0.35132683736346104,0.2273621698807123,0.8779214049103824,0.948872650258764,0.12396466748274873
multitask_lasso_regressor,TSS,2,0.340536680708576,0.23837317189212767,0.8883062793035104,0.9452712269429862,0.10216350881644834
multitask_lasso_regressor,TSS,3,0.3455154631195216,0.23844815971720326,0.889166130213829,0.9472131836239992,0.10706730340231832
multitask_lasso_regressor,TSS,4,0.3255104441944084,0.22317638530786513,0.8858905107301732,0.9463600475044704,0.10233405888654326
pls_regressor,COD,0,0.727839158899646,0.5426331750333445,0.4529269404178687,0.6959204758907949,0.1852059838663015
pls_regressor,COD,1,0.7162924287274892,0.5386965645466519,0.4895999283560428,0.7113188563227687,0.17759586418083728
pls_regressor,COD,2,0.726620477886577,0.5679649153036614,0.4956411544676685,0.6918462950054097,0.15865556258291558
pls_regressor,COD,3,0.7779274981294351,0.6232297683433051,0.4306899252600902,0.6346012972783117,0.15469772978612994
pls_regressor,COD,4,0.7097502663578715,0.5499925757439741,0.4495189373758508,0.6694441032084326,0.15975769061389744
pls_regressor,TN,0,0.38477030921055433,0.8518838522674429,0.855044676954803,0.2894545942652209,-0.46711354305688857
pls_regressor,TN,1,0.3639044509342028,0.8397174183829932,0.8699722119899727,0.3076467050621068,-0.47581296744879037
pls_regressor,TN,2,0.379067691697186,0.8545299590281473,0.8602353535509865,0.2897383343684028,-0.4754622673309613
pls_regressor,TN,3,0.3579312256649879,0.8191260401555074,0.8679986330087417,0.308677457556967,-0.46119481449051947
pls_regressor,TN,4,0.3681040263042207,0.8226617215883506,0.8588669594086116,0.2950957276995342,-0.4545576952841299
pls_regressor,TP,0,0.00010658483141676778,0.6962412514845817,0.999999988365642,0.5035550225548051,-0.6961346666531649
pls_regressor,TP,1,0.00010062085876423887,0.7442845954928903,0.999999990377458,0.4735079347502363,-0.744183974634126
pls_regressor,TP,2,0.0001042799400882093,0.7412553816371696,0.9999999894743072,0.4681552628236812,-0.7411511016970814
pls_regressor,TP,3,0.00010124467052080776,0.6944047527291106,0.9999999892953036,0.4964351816897685,-0.6943035080585898
pls_regressor,TP,4,0.00010065216317632164,0.6617260351982143,0.999999989637865,0.5521222714299152,-0.6616253830350379
pls_regressor,TSS,0,0.8426792187132522,0.8028593128111732,0.2485539524242577,0.3178935827817657,0.03981990590207907
