regime,model_key,component,projected,raw,delta_component_nRMSE
severe,catboost_regressor,S_N2,0.8072314056315341,0.7726370225478543,0.03459438308367979
severe,catboost_regressor,S_NH4,0.4487813524616635,0.7971356815295526,-0.3483543290678891
severe,catboost_regressor,S_NO2,1.133826496452977,1.1804704447715588,-0.046643948318581874
severe,catboost_regressor,S_NO3,0.7082002647016986,0.7699338772140508,-0.06173361251235221
severe,catboost_regressor,S_O,0.666143244182926,0.6661447981428227,-1.553959896649637e-06
severe,catboost_regressor,S_PO4,0.3098764997517553,0.3260222608694186,-0.016145761117663304
severe,catboost_regressor,X_AOB,0.401758880019623,0.4107614124725753,-0.009002532452952294
severe,catboost_regressor,X_H,0.7192110822613422,0.4474715259080482,0.27173955635329405
severe,catboost_regressor,X_I,0.1194091716126792,0.1114160764374131,0.007993095175266099
severe,catboost_regressor,X_MeOH,0.3725948034799901,0.3827911096170922,-0.010196306137102096
severe,catboost_regressor,X_MeP,0.2226669880859076,0.2300083564016961,-0.0073413683157884935
severe,catboost_regressor,X_NOB,0.2793948783771948,0.281413474755298,-0.002018596378103199
severe,catboost_regressor,X_PAO,0.2076724090804612,0.1919060458395344,0.015766363240926784
severe,catboost_regressor,X_PHA,0.4708717783972599,0.4724115781676673,-0.001539799770407413
severe,catboost_regressor,X_PP,0.3882880377117048,0.3800089067425437,0.008279130969161108
severe,catboost_regressor,X_S,0.92625501998933,0.926255019989116,2.1405099914773018e-13
severe,extra_trees_regressor,S_A,0.4756875906989528,0.4242238444599883,0.05146374623896449
severe,extra_trees_regressor,S_ALK,0.0207412586293188,0.492444092534211,-0.4717028339048922
severe,extra_trees_regressor,S_F,4.246845595461962,3.224919262699948,1.021926332762014
severe,extra_trees_regressor,S_I,2.276620931674588e-13,0.4798318906050398,-0.47983189060481213
severe,extra_trees_regressor,S_N2,0.9338837084382527,0.906099024940263,0.027784683497989793
severe,extra_trees_regressor,S_NH4,0.6494951276841269,1.2094732031372672,-0.5599780754531404
severe,extra_trees_regressor,S_NO2,1.202677140318213,1.2852655093886989,-0.08258836907048583
severe,extra_trees_regressor,S_NO3,0.8752457186422825,1.0091240047797356,-0.13387828613745312
severe,extra_trees_regressor,S_O,1.0184120287271483,1.0073755167693756,0.011036511957772666
severe,extra_trees_regressor,S_PO4,0.4682940255767133,0.6906211874213369,-0.22232716184462364
severe,extra_trees_regressor,X_AOB,0.731352635926071,0.7458452344190512,-0.014492598492980124
severe,extra_trees_regressor,X_H,1.518724147776383,0.9664830972492472,0.5522410505271359
severe,extra_trees_regressor,X_I,0.5104862875321033,0.5164647174499033,-0.0059784299177999545
severe,extra_trees_regressor,X_MeOH,0.7029047779415842,0.8263916975560759,-0.12348691961449165
severe,extra_trees_regressor,X_MeP,0.4200640705494918,0.7883218823272581,-0.3682578117777663
severe,extra_trees_regressor,X_NOB,0.5401259301374182,0.546248065129765,-0.006122134992346817
severe,extra_trees_regressor,X_PAO,0.4192206254304362,0.414602245696582,0.004618379733854205
severe,extra_trees_regressor,X_PHA,0.6817374774280545,0.6815239703579181,0.00021350707013634285
severe,extra_trees_regressor,X_PP,0.6203471564687982,0.6049708768968132,0.015376279571985063
severe,extra_trees_regressor,X_S,1.3180817415441164,1.283734856619068,0.03434688492504834
severe,knn_regressor,S_A,0.5952754991017285,0.5812553224281807,0.014020176673547824
severe,knn_regressor,S_ALK,0.0230831001482599,0.5200269070845498,-0.4969438069362899
severe,knn_regressor,S_F,3.8406006556190793,3.4611750477208783,0.379425607898201
severe,knn_regressor,S_I,2.2009949180308558e-13,0.5053788997086172,-0.5053788997083971
severe,knn_regressor,S_N2,0.8357220610070535,0.8715078112778927,-0.03578575027083919
severe,knn_regressor,S_NH4,0.7266737033782563,1.163476331624986,-0.4368026282467298
severe,knn_regressor,S_NO2,1.2736574607878552,1.326092601558791,-0.052435140770935806
severe,knn_regressor,S_NO3,0.7683509110575143,1.0271457913025137,-0.2587948802449994
severe,knn_regressor,S_O,1.0145087026104913,1.0038226255608111,0.010686077049680165
severe,knn_regressor,S_PO4,0.4980598971320006,0.6006283518052135,-0.10256845467321285
severe,knn_regressor,X_AOB,0.7059596945805311,0.7191330652353982,-0.013173370654867123
severe,knn_regressor,X_H,1.319282612540877,0.741438044762625,0.577844567778252
severe,knn_regressor,X_I,0.5052215250343839,0.5038177529322178,0.0014037721021661342
severe,knn_regressor,X_MeOH,0.6440078348923093,0.7266609754883272,-0.08265314059601792
severe,knn_regressor,X_MeP,0.3848665723724861,0.5648092723500492,-0.17994269997756307
severe,knn_regressor,X_NOB,0.5446004731760574,0.5493744159331545,-0.004773942757097083
severe,knn_regressor,X_PAO,0.4979329658115412,0.5065639699928683,-0.008631004181327173
severe,knn_regressor,X_PHA,0.698031999899194,0.6981592810464806,-0.00012728114728666196
severe,knn_regressor,X_PP,0.6189868958187511,0.5882560287427426,0.030730867076008472
severe,knn_regressor,X_S,1.4228746045077985,1.4395004116651882,-0.016625807157389705
severe,lightgbm_regressor,S_A,0.29428264211379,0.2943679308521192,-8.528873832919226e-05
severe,lightgbm_regressor,S_ALK,0.0159766078389743,0.0270576109670217,-0.011081003128047402
severe,lightgbm_regressor,S_F,2.8879470744241225,2.8879470529440368,2.148008571012383e-08
severe,lightgbm_regressor,S_I,2.1920695725171266e-13,0.0041022347583206,-0.004102234758101393
severe,lightgbm_regressor,S_N2,0.8452233290922092,0.8092226750938781,0.03600065399833108
severe,lightgbm_regressor,S_NH4,0.4782598168598121,0.8087246745998461,-0.330464857740034
severe,lightgbm_regressor,S_NO2,1.1634233247019832,1.2034461201327522,-0.04002279543076903
severe,lightgbm_regressor,S_NO3,0.7326275102077596,0.7892165187310666,-0.05658900852330695
severe,lightgbm_regressor,S_O,0.6903643878990032,0.6903817565723362,-1.736867333301806e-05
severe,lightgbm_regressor,S_PO4,0.3207624472250738,0.3498065631488009,-0.029044115923727076
severe,lightgbm_regressor,X_AOB,0.4212879195516824,0.4296591220568652,-0.008371202505182807
severe,lightgbm_regressor,X_H,0.7492757150684999,0.4595301151609198,0.2897455999075801
severe,lightgbm_regressor,X_I,0.1229779275670624,0.1159073460899333,0.007070581477129093
severe,lightgbm_regressor,X_MeOH,0.3899748783344572,0.4101563295597148,-0.020181451225257607
severe,lightgbm_regressor,X_MeP,0.2330535229607034,0.2391810724416385,-0.006127549480935107
